Sales Person,Country,Product,Date,Amount,Boxes Shipped,Revenue per Box,Month
Madelene Upcott,Australia,85% Dark Bars,2022-06-16,1575.0,329,5.0,6
Gigi Bohling,UK,50% Dark Bites,2022-07-18,8197.0,69,119.0,7
Ches Bonnell,UK,Manuka Honey Choco,2022-05-30,4221.0,395,11.0,5
Gigi Bohling,UK,70% Dark Bites,2022-06-21,840.0,81,10.0,6
Jehu Rudeforth,Australia,Peanut Butter Cubes,2022-06-24,5691.0,38,150.0,6
Marney O'Breen,India,Eclairs,2022-01-13,3472.0,96,36.0,1
Curtice Advani,Canada,Fruit & Nut Bars,2022-04-04,4193.0,195,22.0,4
Kaine Padly,UK,Smooth Sliky Salty,2022-06-08,9016.0,554,16.0,6
Karlen McCaffrey,Canada,Spicy Special Slims,2022-08-02,6328.0,47,135.0,8
Kelci Walkden,USA,Organic Choco Syrup,2022-07-21,9870.0,152,65.0,7
Curtice Advani,India,Spicy Special Slims,2022-06-20,161.0,134,1.0,6
Roddy Speechley,India,After Nines,2022-06-22,2576.0,112,23.0,6
Camilla Castle,Australia,Caramel Stuffed Bars,2022-05-02,3178.0,16,199.0,5
Curtice Advani,Australia,99% Dark & Pure,2022-01-07,4676.0,84,56.0,1
Mallorie Waber,UK,50% Dark Bites,2022-02-21,5502.0,99,56.0,2
Ches Bonnell,Canada,Baker's Choco Chips,2022-03-21,7462.0,371,20.0,3
Van Tuxwell,UK,Drinking Coco,2022-04-04,5803.0,136,43.0,4
Gunar Cockshoot,Canada,Fruit & Nut Bars,2022-03-24,13888.0,203,68.0,3
Gunar Cockshoot,New Zealand,Spicy Special Slims,2022-06-28,6867.0,183,38.0,6
Gunar Cockshoot,Australia,Drinking Coco,2022-01-14,2317.0,195,12.0,1
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,2022-02-07,1218.0,135,9.0,2
Dennison Crosswaite,New Zealand,Drinking Coco,2022-01-11,4109.0,197,21.0,1
Jehu Rudeforth,India,99% Dark & Pure,2022-02-25,1953.0,242,8.0,2
Dotty Strutley,Australia,Mint Chip Choco,2022-08-01,6790.0,25,272.0,8
Roddy Speechley,Australia,Mint Chip Choco,2022-05-05,6797.0,252,27.0,5
Madelene Upcott,New Zealand,Raspberry Choco,2022-05-18,9226.0,415,22.0,5
Dotty Strutley,New Zealand,Choco Coated Almonds,2022-01-04,5733.0,348,16.0,1
Roddy Speechley,New Zealand,50% Dark Bites,2022-05-09,4312.0,211,20.0,5
Rafaelita Blaksland,India,Smooth Sliky Salty,2022-05-06,1638.0,81,20.0,5
Husein Augar,UK,White Choc,2022-01-13,10815.0,145,75.0,1
Roddy Speechley,Australia,Almond Choco,2022-06-24,4466.0,74,60.0,6
Van Tuxwell,USA,Caramel Stuffed Bars,2022-02-14,987.0,21,47.0,2
Camilla Castle,Australia,99% Dark & Pure,2022-01-18,4669.0,101,46.0,1
Kaine Padly,India,Milk Bars,2022-05-02,2905.0,91,32.0,5
Ches Bonnell,Australia,Smooth Sliky Salty,2022-05-16,7490.0,54,139.0,5
Mallorie Waber,USA,Almond Choco,2022-01-28,6986.0,368,19.0,1
Kaine Padly,Canada,99% Dark & Pure,2022-06-24,1288.0,409,3.0,6
Oby Sorrel,UK,After Nines,2022-07-18,2345.0,104,23.0,7
Gunar Cockshoot,UK,Eclairs,2022-04-13,3619.0,164,22.0,4
Dotty Strutley,USA,Caramel Stuffed Bars,2022-04-15,16982.0,76,223.0,4
Jan Morforth,India,Peanut Butter Cubes,2022-01-04,8092.0,178,45.0,1
Husein Augar,Australia,Eclairs,2022-07-04,6993.0,31,226.0,7
Beverie Moffet,USA,Smooth Sliky Salty,2022-03-24,2317.0,352,7.0,3
Camilla Castle,Australia,Manuka Honey Choco,2022-03-17,637.0,169,4.0,3
Oby Sorrel,Australia,Almond Choco,2022-02-15,6034.0,223,27.0,2
Jan Morforth,USA,Orange Choco,2022-06-29,980.0,146,7.0,6
Gigi Bohling,USA,Fruit & Nut Bars,2022-05-24,2821.0,112,25.0,5
Mallorie Waber,UK,Milk Bars,2022-01-10,3563.0,284,13.0,1
Curtice Advani,USA,Raspberry Choco,2022-03-15,2996.0,139,22.0,3
Marney O'Breen,Canada,Milk Bars,2022-02-08,2436.0,309,8.0,2
Brien Boise,India,Caramel Stuffed Bars,2022-02-25,1540.0,100,15.0,2
Gunar Cockshoot,USA,Eclairs,2022-05-03,6916.0,42,165.0,5
Roddy Speechley,USA,Fruit & Nut Bars,2022-06-14,5509.0,24,230.0,6
Gunar Cockshoot,India,50% Dark Bites,2022-08-09,12992.0,83,157.0,8
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2022-07-11,3724.0,234,16.0,7
Kaine Padly,UK,Manuka Honey Choco,2022-01-14,7133.0,118,60.0,1
Van Tuxwell,Canada,Manuka Honey Choco,2022-02-24,8617.0,46,187.0,2
Wilone O'Kielt,New Zealand,Almond Choco,2022-03-15,9198.0,144,64.0,3
Oby Sorrel,New Zealand,Baker's Choco Chips,2022-04-25,11823.0,47,252.0,4
Dennison Crosswaite,Australia,Organic Choco Syrup,2022-05-10,5775.0,41,141.0,5
Marney O'Breen,Australia,Spicy Special Slims,2022-06-23,13125.0,275,48.0,6
Beverie Moffet,Canada,Smooth Sliky Salty,2022-02-28,14287.0,370,39.0,2
Brien Boise,USA,Organic Choco Syrup,2022-05-25,16233.0,138,118.0,5
Roddy Speechley,New Zealand,Baker's Choco Chips,2022-02-22,5313.0,215,25.0,2
Van Tuxwell,UK,85% Dark Bars,2022-07-11,3577.0,134,27.0,7
Marney O'Breen,Canada,Spicy Special Slims,2022-01-03,3528.0,336,10.0,1
Rafaelita Blaksland,New Zealand,70% Dark Bites,2022-08-24,679.0,280,2.0,8
Beverie Moffet,USA,50% Dark Bites,2022-07-28,2450.0,352,7.0,7
Brien Boise,USA,Mint Chip Choco,2022-05-25,10577.0,150,71.0,5
Karlen McCaffrey,New Zealand,Eclairs,2022-05-06,2597.0,177,15.0,5
Barr Faughny,India,Drinking Coco,2022-01-28,2219.0,142,16.0,1
Marney O'Breen,UK,Orange Choco,2022-06-06,11319.0,12,943.0,6
Brien Boise,New Zealand,Baker's Choco Chips,2022-07-12,5978.0,24,249.0,7
Ches Bonnell,Canada,Spicy Special Slims,2022-08-05,5327.0,183,29.0,8
Brien Boise,USA,Orange Choco,2022-01-28,6020.0,147,41.0,1
Kaine Padly,India,Spicy Special Slims,2022-08-31,5614.0,137,41.0,8
Mallorie Waber,USA,50% Dark Bites,2022-04-19,1736.0,13,134.0,4
Mallorie Waber,UK,Mint Chip Choco,2022-06-29,6384.0,2,3192.0,6
Beverie Moffet,India,Choco Coated Almonds,2022-02-24,3577.0,261,14.0,2
Madelene Upcott,UK,Smooth Sliky Salty,2022-03-04,14539.0,84,173.0,3
Gigi Bohling,India,Eclairs,2022-06-21,3493.0,68,51.0,6
Rafaelita Blaksland,Australia,Organic Choco Syrup,2022-01-26,994.0,105,9.0,1
Oby Sorrel,New Zealand,White Choc,2022-06-10,4361.0,40,109.0,6
Andria Kimpton,UK,Drinking Coco,2022-05-23,1554.0,65,24.0,5
Kelci Walkden,India,Milk Bars,2022-04-15,966.0,107,9.0,4
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2022-01-31,5334.0,227,23.0,1
Andria Kimpton,New Zealand,Organic Choco Syrup,2022-03-04,4935.0,39,127.0,3
Barr Faughny,New Zealand,After Nines,2022-04-19,10024.0,84,119.0,4
Beverie Moffet,UK,Almond Choco,2022-05-16,2506.0,100,25.0,5
Oby Sorrel,Australia,Raspberry Choco,2022-02-17,1043.0,120,9.0,2
Dennison Crosswaite,USA,Raspberry Choco,2022-01-18,6524.0,257,25.0,1
Roddy Speechley,Canada,Orange Choco,2022-02-09,8148.0,85,96.0,2
Mallorie Waber,Canada,Orange Choco,2022-03-23,3577.0,178,20.0,3
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2022-02-01,3374.0,151,22.0,2
Mallorie Waber,India,Drinking Coco,2022-03-07,3948.0,142,28.0,3
Ches Bonnell,UK,White Choc,2022-01-03,3269.0,226,14.0,1
Ches Bonnell,USA,White Choc,2022-02-11,5271.0,341,15.0,2
Dennison Crosswaite,New Zealand,Orange Choco,2022-03-16,4571.0,140,33.0,3
Dotty Strutley,India,White Choc,2022-08-15,12327.0,330,37.0,8
Gigi Bohling,India,Manuka Honey Choco,2022-05-12,4935.0,73,68.0,5
Van Tuxwell,India,Spicy Special Slims,2022-04-11,6167.0,4,1542.0,4
Jan Morforth,New Zealand,Mint Chip Choco,2022-06-30,18340.0,285,64.0,6
Dotty Strutley,New Zealand,White Choc,2022-06-15,7014.0,60,117.0,6
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2022-08-01,7119.0,101,70.0,8
Kaine Padly,USA,Milk Bars,2022-06-15,15491.0,58,267.0,6
Brien Boise,India,After Nines,2022-06-16,5747.0,45,128.0,6
Oby Sorrel,New Zealand,Raspberry Choco,2022-05-13,4550.0,281,16.0,5
Dennison Crosswaite,USA,Drinking Coco,2022-05-10,2191.0,138,16.0,5
Oby Sorrel,India,Eclairs,2022-08-25,5663.0,322,18.0,8
Ches Bonnell,New Zealand,Organic Choco Syrup,2022-07-15,7623.0,85,90.0,7
Gigi Bohling,UK,Baker's Choco Chips,2022-05-16,9023.0,409,22.0,5
Jan Morforth,Australia,50% Dark Bites,2022-06-14,3402.0,182,19.0,6
Beverie Moffet,Australia,Smooth Sliky Salty,2022-01-25,10507.0,467,22.0,1
Ches Bonnell,USA,Organic Choco Syrup,2022-07-28,7721.0,14,552.0,7
Brien Boise,Canada,Mint Chip Choco,2022-01-28,5033.0,178,28.0,1
Kaine Padly,UK,Orange Choco,2022-06-29,1960.0,191,10.0,6
Karlen McCaffrey,Australia,70% Dark Bites,2022-06-24,238.0,317,1.0,6
Gunar Cockshoot,Canada,Mint Chip Choco,2022-07-01,7756.0,410,19.0,7
Roddy Speechley,USA,Peanut Butter Cubes,2022-02-25,1736.0,137,13.0,2
Curtice Advani,Canada,Smooth Sliky Salty,2022-08-01,2660.0,12,222.0,8
Oby Sorrel,Australia,Milk Bars,2022-06-21,7672.0,254,30.0,6
Camilla Castle,New Zealand,Spicy Special Slims,2022-01-25,11564.0,24,482.0,1
Gigi Bohling,UK,Milk Bars,2022-05-17,1365.0,232,6.0,5
Andria Kimpton,Australia,85% Dark Bars,2022-08-23,4186.0,233,18.0,8
Camilla Castle,Australia,Smooth Sliky Salty,2022-03-03,7406.0,118,63.0,3
Roddy Speechley,India,Caramel Stuffed Bars,2022-05-30,8911.0,543,16.0,5
Karlen McCaffrey,USA,Drinking Coco,2022-06-29,112.0,223,1.0,6
Andria Kimpton,Canada,Organic Choco Syrup,2022-01-04,8204.0,204,40.0,1
Jehu Rudeforth,Australia,Drinking Coco,2022-01-14,2611.0,65,40.0,1
Karlen McCaffrey,USA,Mint Chip Choco,2022-02-15,15652.0,53,295.0,2
Curtice Advani,New Zealand,Spicy Special Slims,2022-01-10,4074.0,469,9.0,1
Madelene Upcott,USA,White Choc,2022-05-04,12250.0,213,58.0,5
Andria Kimpton,USA,Spicy Special Slims,2022-05-23,2366.0,5,473.0,5
Barr Faughny,New Zealand,Fruit & Nut Bars,2022-04-26,1687.0,147,11.0,4
Oby Sorrel,Canada,Organic Choco Syrup,2022-07-05,1232.0,74,17.0,7
Madelene Upcott,UK,Organic Choco Syrup,2022-07-21,6965.0,163,43.0,7
Dotty Strutley,USA,Mint Chip Choco,2022-02-21,5292.0,248,21.0,2
Kelci Walkden,USA,Orange Choco,2022-02-03,1379.0,138,10.0,2
Gigi Bohling,Australia,Caramel Stuffed Bars,2022-07-08,8001.0,151,53.0,7
Mallorie Waber,India,50% Dark Bites,2022-05-31,588.0,139,4.0,5
Van Tuxwell,New Zealand,Mint Chip Choco,2022-06-27,4046.0,103,39.0,6
Van Tuxwell,India,50% Dark Bites,2022-05-13,5103.0,129,40.0,5
Van Tuxwell,USA,Manuka Honey Choco,2022-05-31,2317.0,102,23.0,5
Wilone O'Kielt,USA,Orange Choco,2022-02-28,7042.0,37,190.0,2
Barr Faughny,New Zealand,Eclairs,2022-03-28,6713.0,31,217.0,3
Gigi Bohling,USA,After Nines,2022-01-14,1848.0,227,8.0,1
Barr Faughny,New Zealand,Mint Chip Choco,2022-02-21,6440.0,145,44.0,2
Dennison Crosswaite,Canada,85% Dark Bars,2022-08-01,10885.0,90,121.0,8
Beverie Moffet,New Zealand,Smooth Sliky Salty,2022-05-19,2387.0,59,40.0,5
Husein Augar,USA,White Choc,2022-07-13,2030.0,60,34.0,7
Andria Kimpton,Australia,Peanut Butter Cubes,2022-04-20,6678.0,148,45.0,4
Dennison Crosswaite,India,85% Dark Bars,2022-06-30,4515.0,22,205.0,6
Curtice Advani,UK,50% Dark Bites,2022-03-08,3374.0,142,24.0,3
Gunar Cockshoot,USA,Fruit & Nut Bars,2022-03-09,5852.0,93,63.0,3
Oby Sorrel,Canada,Raspberry Choco,2022-06-16,1750.0,208,8.0,6
Gigi Bohling,UK,Drinking Coco,2022-06-30,5782.0,42,138.0,6
Kelci Walkden,India,Mint Chip Choco,2022-07-28,2870.0,120,24.0,7
Karlen McCaffrey,Canada,Peanut Butter Cubes,2022-08-12,3094.0,159,19.0,8
Barr Faughny,UK,Mint Chip Choco,2022-07-07,3724.0,316,12.0,7
Barr Faughny,USA,85% Dark Bars,2022-08-25,12761.0,47,272.0,8
Husein Augar,Canada,Eclairs,2022-01-17,3696.0,233,16.0,1
Jan Morforth,Australia,70% Dark Bites,2022-03-04,5222.0,384,14.0,3
Marney O'Breen,New Zealand,Fruit & Nut Bars,2022-08-25,8939.0,4,2235.0,8
Ches Bonnell,UK,Peanut Butter Cubes,2022-04-15,2156.0,260,8.0,4
Kaine Padly,USA,Organic Choco Syrup,2022-03-11,2380.0,22,108.0,3
Camilla Castle,USA,Raspberry Choco,2022-05-20,3339.0,18,186.0,5
Brien Boise,New Zealand,Manuka Honey Choco,2022-06-14,14980.0,42,357.0,6
Jehu Rudeforth,New Zealand,After Nines,2022-04-14,1512.0,73,21.0,4
Jehu Rudeforth,USA,Smooth Sliky Salty,2022-07-07,6657.0,154,43.0,7
Madelene Upcott,India,Mint Chip Choco,2022-08-24,3836.0,71,54.0,8
Jehu Rudeforth,India,Eclairs,2022-02-24,8771.0,127,69.0,2
Karlen McCaffrey,Canada,Raspberry Choco,2022-05-09,651.0,224,3.0,5
Kaine Padly,Australia,70% Dark Bites,2022-02-08,6706.0,223,30.0,2
Roddy Speechley,UK,70% Dark Bites,2022-03-24,1421.0,284,5.0,3
Rafaelita Blaksland,USA,Drinking Coco,2022-06-20,8526.0,73,117.0,6
Mallorie Waber,Canada,Manuka Honey Choco,2022-03-07,1435.0,112,13.0,3
Kaine Padly,Australia,Fruit & Nut Bars,2022-06-20,7434.0,85,87.0,6
Oby Sorrel,New Zealand,Organic Choco Syrup,2022-02-17,15316.0,270,57.0,2
Madelene Upcott,UK,99% Dark & Pure,2022-01-26,10479.0,45,233.0,1
Madelene Upcott,Australia,Mint Chip Choco,2022-05-02,2751.0,153,18.0,5
Curtice Advani,Canada,99% Dark & Pure,2022-07-07,12586.0,7,1798.0,7
Rafaelita Blaksland,Australia,Baker's Choco Chips,2022-08-22,2786.0,51,55.0,8
Karlen McCaffrey,Australia,After Nines,2022-08-11,2303.0,67,34.0,8
Marney O'Breen,UK,99% Dark & Pure,2022-01-13,8113.0,194,42.0,1
Gunar Cockshoot,Australia,50% Dark Bites,2022-03-02,12271.0,116,106.0,3
Marney O'Breen,Australia,Choco Coated Almonds,2022-07-27,11298.0,41,276.0,7
Kelci Walkden,New Zealand,Drinking Coco,2022-03-10,15855.0,111,143.0,3
Beverie Moffet,USA,85% Dark Bars,2022-08-23,12404.0,334,37.0,8
Roddy Speechley,USA,Eclairs,2022-04-25,3990.0,155,26.0,4
Dennison Crosswaite,UK,Milk Bars,2022-03-07,10808.0,407,27.0,3
Wilone O'Kielt,UK,Organic Choco Syrup,2022-07-12,4858.0,52,93.0,7
Madelene Upcott,USA,Orange Choco,2022-05-16,7742.0,138,56.0,5
Gunar Cockshoot,India,Smooth Sliky Salty,2022-03-02,3752.0,70,54.0,3
Marney O'Breen,New Zealand,85% Dark Bars,2022-05-30,1218.0,149,8.0,5
Marney O'Breen,UK,Manuka Honey Choco,2022-06-10,10983.0,179,61.0,6
Brien Boise,USA,99% Dark & Pure,2022-07-25,6769.0,353,19.0,7
Beverie Moffet,New Zealand,Mint Chip Choco,2022-06-09,4361.0,97,45.0,6
Dennison Crosswaite,USA,Milk Bars,2022-05-12,777.0,60,13.0,5
Gunar Cockshoot,USA,Drinking Coco,2022-05-09,3843.0,5,769.0,5
Brien Boise,Canada,Manuka Honey Choco,2022-08-09,6930.0,182,38.0,8
Van Tuxwell,India,Choco Coated Almonds,2022-04-13,5733.0,114,50.0,4
Andria Kimpton,USA,Caramel Stuffed Bars,2022-05-02,8393.0,46,182.0,5
Dotty Strutley,USA,99% Dark & Pure,2022-08-09,3822.0,320,12.0,8
Camilla Castle,Australia,Raspberry Choco,2022-08-23,6342.0,178,36.0,8
Gunar Cockshoot,India,Spicy Special Slims,2022-05-13,6510.0,170,38.0,5
Karlen McCaffrey,USA,Manuka Honey Choco,2022-02-01,10171.0,67,152.0,2
Camilla Castle,USA,50% Dark Bites,2022-06-23,5908.0,301,20.0,6
Madelene Upcott,UK,Choco Coated Almonds,2022-05-24,10164.0,134,76.0,5
Jan Morforth,Canada,Mint Chip Choco,2022-04-01,1064.0,211,5.0,4
Camilla Castle,Canada,70% Dark Bites,2022-07-27,9716.0,151,64.0,7
Ches Bonnell,India,Peanut Butter Cubes,2022-01-27,22050.0,208,106.0,1
Jan Morforth,India,Choco Coated Almonds,2022-08-12,2541.0,134,19.0,8
Gigi Bohling,Canada,Almond Choco,2022-02-01,9989.0,49,204.0,2
Rafaelita Blaksland,India,After Nines,2022-03-02,4739.0,204,23.0,3
Kelci Walkden,Australia,99% Dark & Pure,2022-06-30,3185.0,34,94.0,6
Dotty Strutley,Australia,Spicy Special Slims,2022-01-17,8225.0,91,90.0,1
Brien Boise,USA,Milk Bars,2022-07-07,14301.0,130,110.0,7
Mallorie Waber,New Zealand,Mint Chip Choco,2022-01-31,1316.0,107,12.0,1
Beverie Moffet,UK,99% Dark & Pure,2022-08-10,3486.0,121,29.0,8
Beverie Moffet,USA,Peanut Butter Cubes,2022-08-18,13930.0,339,41.0,8
Brien Boise,New Zealand,White Choc,2022-06-15,5509.0,321,17.0,6
Marney O'Breen,USA,Baker's Choco Chips,2022-01-26,8470.0,9,941.0,1
Kelci Walkden,USA,Spicy Special Slims,2022-04-29,77.0,69,1.0,4
Mallorie Waber,Canada,White Choc,2022-03-03,3381.0,72,47.0,3
Kaine Padly,Australia,Almond Choco,2022-02-22,4102.0,392,10.0,2
Oby Sorrel,USA,Smooth Sliky Salty,2022-03-04,3577.0,158,23.0,3
Dennison Crosswaite,India,Smooth Sliky Salty,2022-07-07,2975.0,9,331.0,7
Camilla Castle,New Zealand,Caramel Stuffed Bars,2022-06-17,4137.0,347,12.0,6
Jan Morforth,Canada,Caramel Stuffed Bars,2022-08-02,9541.0,114,84.0,8
Oby Sorrel,USA,Baker's Choco Chips,2022-08-12,8001.0,120,67.0,8
Madelene Upcott,New Zealand,Peanut Butter Cubes,2022-01-28,5152.0,333,15.0,1
Kelci Walkden,Australia,Orange Choco,2022-04-29,11116.0,432,26.0,4
Marney O'Breen,Australia,Manuka Honey Choco,2022-04-05,13076.0,236,55.0,4
Kaine Padly,Canada,Manuka Honey Choco,2022-01-18,10213.0,135,76.0,1
Jehu Rudeforth,UK,Baker's Choco Chips,2022-05-16,2485.0,97,26.0,5
Kelci Walkden,Australia,White Choc,2022-08-24,8715.0,168,52.0,8
Curtice Advani,India,85% Dark Bars,2022-01-18,273.0,402,1.0,1
Kaine Padly,USA,Eclairs,2022-08-22,7623.0,10,762.0,8
Gunar Cockshoot,UK,99% Dark & Pure,2022-03-07,7.0,84,0.0,3
Beverie Moffet,UK,Choco Coated Almonds,2022-03-04,3010.0,69,44.0,3
Dotty Strutley,Canada,Manuka Honey Choco,2022-04-22,11550.0,111,104.0,4
Kaine Padly,Australia,Milk Bars,2022-06-09,4046.0,89,45.0,6
Jan Morforth,Canada,Fruit & Nut Bars,2022-07-25,8904.0,199,45.0,7
Jan Morforth,India,Smooth Sliky Salty,2022-08-03,11298.0,89,127.0,8
Rafaelita Blaksland,Australia,Manuka Honey Choco,2022-08-03,4396.0,131,34.0,8
Jehu Rudeforth,UK,Milk Bars,2022-05-03,12068.0,227,53.0,5
Husein Augar,Canada,After Nines,2022-01-19,9772.0,301,32.0,1
Roddy Speechley,USA,50% Dark Bites,2022-02-11,10458.0,316,33.0,2
Van Tuxwell,India,Almond Choco,2022-06-14,6426.0,390,16.0,6
Kelci Walkden,USA,50% Dark Bites,2022-03-23,6188.0,223,28.0,3
Madelene Upcott,Canada,85% Dark Bars,2022-02-17,7504.0,101,74.0,2
Dennison Crosswaite,Canada,Smooth Sliky Salty,2022-03-17,1750.0,479,4.0,3
Mallorie Waber,Australia,Spicy Special Slims,2022-06-29,5439.0,287,19.0,6
Ches Bonnell,Canada,Choco Coated Almonds,2022-08-24,15547.0,269,58.0,8
Gigi Bohling,Canada,Spicy Special Slims,2022-07-04,11956.0,277,43.0,7
Roddy Speechley,New Zealand,Almond Choco,2022-03-28,2723.0,67,41.0,3
Curtice Advani,India,Smooth Sliky Salty,2022-04-19,19327.0,135,143.0,4
Ches Bonnell,New Zealand,Mint Chip Choco,2022-01-18,9058.0,229,40.0,1
Van Tuxwell,New Zealand,Fruit & Nut Bars,2022-01-17,2996.0,88,34.0,1
Andria Kimpton,New Zealand,Mint Chip Choco,2022-02-15,8848.0,211,42.0,2
Andria Kimpton,UK,Milk Bars,2022-02-11,14336.0,293,49.0,2
Camilla Castle,USA,Manuka Honey Choco,2022-03-21,16401.0,179,92.0,3
Gunar Cockshoot,New Zealand,Almond Choco,2022-01-05,5173.0,129,40.0,1
Brien Boise,India,Raspberry Choco,2022-05-30,6328.0,164,39.0,5
Jehu Rudeforth,USA,99% Dark & Pure,2022-01-04,2534.0,219,12.0,1
Beverie Moffet,Australia,Fruit & Nut Bars,2022-04-22,1435.0,258,6.0,4
Gigi Bohling,Canada,Milk Bars,2022-02-10,3052.0,116,26.0,2
Dotty Strutley,India,Spicy Special Slims,2022-08-12,910.0,204,4.0,8
Gunar Cockshoot,USA,Organic Choco Syrup,2022-08-10,2331.0,321,7.0,8
Kelci Walkden,Australia,Raspberry Choco,2022-06-07,679.0,56,12.0,6
Jehu Rudeforth,India,Baker's Choco Chips,2022-06-06,2086.0,74,28.0,6
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2022-04-05,5012.0,189,27.0,4
Wilone O'Kielt,USA,50% Dark Bites,2022-04-18,4501.0,131,34.0,4
Andria Kimpton,India,50% Dark Bites,2022-01-31,13482.0,15,899.0,1
Madelene Upcott,USA,Baker's Choco Chips,2022-08-22,5621.0,140,40.0,8
Jehu Rudeforth,Australia,99% Dark & Pure,2022-02-25,10486.0,198,53.0,2
Jan Morforth,Australia,Mint Chip Choco,2022-02-22,17626.0,103,171.0,2
Oby Sorrel,New Zealand,Milk Bars,2022-01-12,4494.0,187,24.0,1
Brien Boise,UK,Almond Choco,2022-05-25,105.0,125,1.0,5
Kelci Walkden,India,Smooth Sliky Salty,2022-02-01,2464.0,8,308.0,2
Rafaelita Blaksland,UK,Eclairs,2022-04-27,1379.0,70,20.0,4
Gigi Bohling,USA,Smooth Sliky Salty,2022-07-22,2583.0,126,20.0,7
Curtice Advani,New Zealand,Mint Chip Choco,2022-01-26,3220.0,265,12.0,1
Curtice Advani,USA,Mint Chip Choco,2022-08-24,4802.0,296,16.0,8
Madelene Upcott,New Zealand,Fruit & Nut Bars,2022-01-18,5677.0,21,270.0,1
Karlen McCaffrey,India,85% Dark Bars,2022-03-30,945.0,83,11.0,3
Ches Bonnell,Australia,Caramel Stuffed Bars,2022-01-17,8757.0,162,54.0,1
Kelci Walkden,USA,Fruit & Nut Bars,2022-02-17,4816.0,145,33.0,2
Kelci Walkden,Canada,Peanut Butter Cubes,2022-04-08,7532.0,44,171.0,4
Gigi Bohling,Canada,Drinking Coco,2022-07-06,3549.0,82,43.0,7
Husein Augar,India,Fruit & Nut Bars,2022-04-04,4340.0,226,19.0,4
Jan Morforth,New Zealand,Organic Choco Syrup,2022-03-02,1799.0,207,9.0,3
Gigi Bohling,New Zealand,Raspberry Choco,2022-08-09,1127.0,176,6.0,8
Dennison Crosswaite,Australia,Milk Bars,2022-06-09,10038.0,286,35.0,6
Ches Bonnell,UK,Caramel Stuffed Bars,2022-06-02,2926.0,300,10.0,6
Van Tuxwell,USA,Fruit & Nut Bars,2022-07-05,6279.0,235,27.0,7
Andria Kimpton,Canada,Eclairs,2022-08-11,308.0,125,2.0,8
Madelene Upcott,India,Choco Coated Almonds,2022-02-11,3500.0,145,24.0,2
Kelci Walkden,New Zealand,Spicy Special Slims,2022-08-11,658.0,65,10.0,8
Roddy Speechley,Australia,Drinking Coco,2022-05-12,12565.0,102,123.0,5
Wilone O'Kielt,USA,Milk Bars,2022-07-15,5012.0,93,54.0,7
Andria Kimpton,India,Organic Choco Syrup,2022-01-18,3955.0,134,30.0,1
Madelene Upcott,UK,Fruit & Nut Bars,2022-01-05,8512.0,189,45.0,1
Curtice Advani,Australia,50% Dark Bites,2022-06-29,504.0,232,2.0,6
Brien Boise,Canada,Raspberry Choco,2022-06-14,2800.0,45,62.0,6
Gunar Cockshoot,India,Mint Chip Choco,2022-08-08,4256.0,67,64.0,8
Dennison Crosswaite,India,Mint Chip Choco,2022-03-23,13573.0,138,98.0,3
Barr Faughny,India,Caramel Stuffed Bars,2022-01-04,6566.0,99,66.0,1
Brien Boise,India,Milk Bars,2022-02-22,13503.0,251,54.0,2
Beverie Moffet,UK,Spicy Special Slims,2022-02-17,8680.0,252,34.0,2
Barr Faughny,USA,Almond Choco,2022-02-03,385.0,78,5.0,2
Van Tuxwell,Canada,Raspberry Choco,2022-03-17,1267.0,130,10.0,3
Wilone O'Kielt,Australia,Baker's Choco Chips,2022-01-25,2961.0,154,19.0,1
Brien Boise,Australia,Milk Bars,2022-07-27,1981.0,52,38.0,7
Husein Augar,Australia,Fruit & Nut Bars,2022-01-28,7959.0,53,150.0,1
Madelene Upcott,Australia,Organic Choco Syrup,2022-07-05,10794.0,50,216.0,7
Van Tuxwell,India,White Choc,2022-03-15,1897.0,44,43.0,3
Gunar Cockshoot,Canada,After Nines,2022-08-04,2744.0,200,14.0,8
Jan Morforth,USA,Fruit & Nut Bars,2022-06-27,4382.0,361,12.0,6
Jan Morforth,Canada,After Nines,2022-07-13,4515.0,172,26.0,7
Barr Faughny,New Zealand,Manuka Honey Choco,2022-02-24,5474.0,239,23.0,2
Karlen McCaffrey,New Zealand,85% Dark Bars,2022-06-28,6069.0,55,110.0,6
Oby Sorrel,Australia,85% Dark Bars,2022-06-30,6944.0,27,257.0,6
Curtice Advani,Canada,Choco Coated Almonds,2022-08-18,5859.0,7,837.0,8
Kaine Padly,India,70% Dark Bites,2022-01-24,12173.0,301,40.0,1
Beverie Moffet,USA,White Choc,2022-03-11,5292.0,134,39.0,3
Ches Bonnell,New Zealand,After Nines,2022-06-23,5705.0,350,16.0,6
Husein Augar,India,Spicy Special Slims,2022-08-22,2492.0,33,76.0,8
Gunar Cockshoot,Canada,50% Dark Bites,2022-01-04,3024.0,23,131.0,1
Curtice Advani,India,Milk Bars,2022-04-05,3437.0,201,17.0,4
Beverie Moffet,India,Milk Bars,2022-04-15,1869.0,323,6.0,4
